index,postion,streams,year,country,title,artist,valence
29,30,2435906,2022,br,Você Beberia Ou Não Beberia?,Zé Neto & Cristiano,0.591
30,31,2427881,2022,br,Por Supuesto,Marina Sena,0.824
31,32,2410912,2022,br,Dar uma Namorada - Ao Vivo,Israel & Rodolffo,0.498
32,33,2396839,2022,br,Vestido Coladinho,Max e Luan,0.787
33,34,2378781,2022,br,Bala Love,Mc Anjim,0.492
34,35,2287833,2022,br,Água Nos Zói - Ao Vivo,Clayton & Romário,0.494
35,36,2265298,2022,br,Rolê,Tarcísio do Acordeon,0.96
36,37,2245194,2022,br,Me Sinto Abençoado,Mc Poze do Rodo,0.319
37,38,2205011,2022,br,ANACONDA *o* ~~~,Luísa Sonza,0.403
38,39,2201427,2022,br,Não Sei o Que Lá,Marília Mendonça,0.636
39,40,2196773,2022,br,A QUEDA,Gloria Groove,0.718
40,41,2152500,2022,br,Localiza Aí BB,Vitor e Luan,0.885
41,42,2044643,2022,br,Trava na Pose Chama no Zoom Dá um Close (feat. Mc Rennan),DJ Patrick Muniz,0.769
42,43,2001322,2022,br,Quer Voar,Matuê,0.677
43,44,1935209,2022,br,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.555
44,45,1928770,2022,br,Senta Danada,Zé Felipe,0.938
45,46,1889521,2022,br,Carinha de Neném,Japãozin,0.967
46,47,1887804,2022,br,Imagina A Sentada - Ao Vivo,Matheus & Kauan,0.375
47,48,1874691,2022,br,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.894
48,49,1864587,2022,br,Desbloqueado - Ao Vivo,Diego & Victor Hugo,0.38
49,50,1860285,2022,br,Ficha Limpa - Ao Vivo,Gusttavo Lima,0.495
50,51,1749611,2022,br,MORENA,Luan Santana,0.476
51,52,1607692,2022,br,Motel Afrodite,Marília Mendonça,0.704
52,53,1584111,2022,br,Sem Sentimento,DG e Batidão Stronda,0.972
53,54,1559811,2022,br,Vamo Tomar Uma,Zé Neto & Cristiano,0.697
54,55,1545496,2022,br,Formosa,Kaio Viana,0.577
55,56,1531286,2022,br,Troca de Calçada,Marília Mendonça,0.701
56,57,1496782,2022,br,Não Me Arranha - Ao Vivo,Gusttavo Lima,0.943
57,58,1496521,2022,br,Vagabundo,Matheus & Kauan,0.651
58,59,1495445,2022,br,Aquelas Coisas,João Gomes,0.964
59,60,1493583,2022,br,abcdefu,GAYLE,0.415
60,61,1492438,2022,br,Assalto Perigoso,Melody,0.964
61,62,1463020,2022,br,Mete a Louca,MC Rogerinho,0.752
62,63,1461858,2022,br,Namorando Com Saudade,Jorge & Mateus,0.798
63,64,1431430,2022,br,Cold Heart - PNAU Remix,Elton John,0.942
64,65,1382428,2022,br,Rasteira - Ao Vivo,Henrique & Juliano,0.598
65,66,1369978,2022,br,Uma Ex (Ao Vivo),Murilo Huff,0.666
66,67,1364697,2022,br,Batom de Cereja - Ao Vivo,Israel & Rodolffo,0.798
67,68,1340968,2022,br,STAY (with Justin Bieber),The Kid LAROI,0.478
68,69,1328377,2022,br,Sacrifice,The Weeknd,0.905
69,70,1325119,2022,br,Chega E Senta - Ao Vivo,John Amplificado,0.308
70,71,1318310,2022,br,Quebrando Protocolo - Ao Vivo,Gusttavo Lima,0.892
71,72,1310572,2022,br,Eu Fiz o Jogo Virar,Mc Poze do Rodo,0.421
72,73,1275461,2022,br,Chá De Casa Nova - Ao Vivo,Henrique & Juliano,0.602
73,74,1244979,2022,br,Tiffany,MD Chefe,0.482
74,75,1227494,2022,br,Oi Deus - Ao Vivo,Hugo & Guilherme,0.438
75,76,1218010,2022,br,Easy On Me,Adele,0.13
76,77,1213677,2022,br,Calma Bb Tá nos Melhores Amigos,Mc Th,0.702
77,78,1208249,2022,br,Se For Amor,João Gomes,0.835
78,79,1203222,2022,br,Deu Meia Noite Eu Sumi Geral Soltando Fogos,Mc Delux,0.805
79,80,1200569,2022,br,Do It To It,ACRAZE,0.637
80,81,1181774,2022,br,INVEJOSO,Distrito 23,0.416
81,82,1172882,2022,br,Corte Americano,Filipe Ret,0.473
82,83,1158917,2022,br,LEILÃO,Gloria Groove,0.441
83,84,1152550,2022,br,Modo Avião - Ao Vivo,DENNIS,0.524
84,85,1132898,2022,br,ESSÊNCIA DE CRIA,MC Cabelinho,0.766
85,86,1131258,2022,br,Proteção de Tela,Tarcísio do Acordeon,0.782
86,87,1127581,2022,br,Louis V Menina Linda,Sidoka,0.503
